event_id_,datetime_min,datetime_max,datetime_count,Backaz_mean,Backaz_tolist,Trace_vel_mean,Trace_vel_tolist,MdCCM_mean,MdCCM_max,MdCCM_min,MdCCM_tolist,Sigma_tau_mean,Sigma_tau_max,Sigma_tau_min,Sigma_tau_tolist,airt_c_avg_median,vel_corrected_5C_mean,vel_corrected_5C_tolist,label_first,label_last,label_nunique,label_tolist,Pressure,Duration_seconds,Infrasound_param
20231003_1,2023-10-03 01:20:56.000000,2023-10-03 01:20:56.000000,1,286.2565274813616,[286.2565274813616],0.3337721955392378,[0.3337721955392378],0.5586487180047395,0.5586487180047395,0.5586487180047395,[0.5586487180047395],0.0083438704956803,0.0083438704956803,0.0083438704956803,[0.0083438704956803],2.972,0.3349956614125513,[0.3349956614125513],box1,box1,1,['box1'],0.0244827162012716,20.0,0.4896543240254321
20231003_2,2023-10-03 01:21:16.000000,2023-10-03 01:21:16.000000,1,284.6017139481935,[284.6017139481935],0.3279966606919447,[0.3279966606919447],0.615210339241531,0.615210339241531,0.615210339241531,[0.615210339241531],0.0076254168066693,0.0076254168066693,0.0076254168066693,[0.0076254168066693],2.972,0.3291989559288774,[0.3291989559288774],box1,box1,1,['box1'],0.0240943868545417,20.0,0.4818877370908356
20231003_3,2023-10-03 01:21:28.000000,2023-10-03 01:21:56.000000,8,281.64335533863084,"[283.6894467577704, 282.2083758600718, 282.2083758600718, 281.23909246417287, 280.9939908715714, 280.9939908715714, 280.9939908715714, 280.8195791522459]",0.3263187394717186,"[0.3314512295462004, 0.3278415649233948, 0.3278415649233948, 0.3243405630837167, 0.3245058193999535, 0.3245058193999535, 0.3245058193999535, 0.3255575350971818]",0.5980073667669612,0.6229335208027527,0.55253400669126,"[0.55253400669126, 0.602872462025266, 0.5928328786281079, 0.6212236601611467, 0.6182240227212616, 0.6229335208027527, 0.5873512165376884, 0.5860871665682061]",0.0077904329775736,0.0083124495963846,0.0074218022261672,"[0.0074218022261672, 0.0078546593851935, 0.0078546593851935, 0.0083124495963846, 0.0076356434356522, 0.0076356434356522, 0.0076356434356522, 0.0079729629206939]",2.972,0.3275148841683172,"[0.3326661877525376, 0.32904329164568646, 0.32904329164568646, 0.3255294566331723, 0.32569531870826485, 0.32569531870826485, 0.32569531870826485, 0.32675088954466047]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1']",0.0282723849038015,48.0,1.357074475382472
20231003_4,2023-10-03 01:33:28.000000,2023-10-03 01:33:36.000000,3,283.1144227364209,"[283.1144227364209, 283.1144227364209, 283.1144227364209]",0.3231254308106824,"[0.3231254308106824, 0.3231254308106824, 0.3231254308106824]",0.6774738002915504,0.6868083542564463,0.6705455996872381,"[0.6705455996872381, 0.6750674469309669, 0.6868083542564463]",0.0088765597663627,0.0088765597663627,0.0088765597663627,"[0.0088765597663627, 0.0088765597663627, 0.0088765597663627]",3.007,0.3242893181192662,"[0.32428931811926626, 0.32428931811926626, 0.32428931811926626]",box1,box1,1,"['box1', 'box1', 'box1']",0.0316597980692645,28.0,0.886474345939406
20231003_5,2023-10-03 02:25:08.000000,2023-10-03 02:25:44.000000,10,282.10411627328483,"[282.8443016925007, 282.256567125947, 282.256567125947, 282.256567125947, 282.256567125947, 282.0532921105204, 282.0532921105204, 281.8766234761793, 281.8766234761793, 281.31076136315977]",0.3246646186029556,"[0.325312575812504, 0.3258276075979044, 0.3258276075979044, 0.3258276075979044, 0.3258276075979044, 0.3247624931987037, 0.3247624931987037, 0.3237532045827965, 0.3237532045827965, 0.3209917842624344]",0.6159826953639617,0.6584738810109227,0.5851185807770558,"[0.6170435726434783, 0.6108889865249876, 0.6584738810109227, 0.5877350229705356, 0.6226253459467451, 0.6453081872440002, 0.6324960585871436, 0.5931759489194903, 0.6069613690152579, 0.5851185807770558]",0.007341134618128,0.0078242640767492,0.0067120278381868,"[0.0072034365908887, 0.0077566054422577, 0.0077566054422577, 0.0077566054422577, 0.0077566054422577, 0.0069665840341189, 0.0069665840341189, 0.0067120278381868, 0.0067120278381868, 0.0078242640767492]",2.421,0.3261803080648692,"[0.3268312902480611, 0.3273487264477554, 0.3273487264477554, 0.3273487264477554, 0.3273487264477554, 0.32627863958596376, 0.32627863958596376, 0.325264639128878, 0.325264639128878, 0.3224903271799255]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1']",0.0324766159227639,56.0,1.8186904916747808
20231003_6,2023-10-03 03:34:32.000000,2023-10-03 03:35:44.000000,19,283.389961542014,"[285.83559599400826, 285.83559599400826, 285.83559599400826, 285.6150816966349, 284.3440022801099, 283.64298903193543, 283.64298903193543, 283.17091501221705, 283.7206154363835, 283.0274135017532, 282.256567125947, 282.0532921105204, 282.0532921105204, 282.0532921105204, 281.645728661282, 282.011404413856, 282.0532921105204, 282.2784642548117, 283.33314242729466]",0.3285326263265369,"[0.3348402973964917, 0.3348402973964917, 0.3348402973964917, 0.333793379515811, 0.3301734467024129, 0.3324665990886101, 0.3324665990886101, 0.3268656869213666, 0.3281542524311951, 0.32606222013013, 0.3258276075979044, 0.3247624931987037, 0.3247624931987037, 0.3247624931987037, 0.3238346858432621, 0.3264621481756043, 0.3247624931987037, 0.3245098398679268, 0.3279325698570793]",0.6341447919907129,0.7140972729951935,0.4934413469795909,"[0.5353302989185699, 0.6040394718733552, 0.6558632803859576, 0.6583367099211715, 0.649309731291637, 0.6725613412011247, 0.6332806677185455, 0.6170422632592211, 0.6122668081113771, 0.6489686270790112, 0.6525398891888253, 0.6854355963692992, 0.7068478025300514, 0.7140972729951935, 0.7000267016944665, 0.675925033411939, 0.5984876614856214, 0.5349505434085869, 0.4934413469795909]",0.0078902503628889,0.0147967348857977,0.0048555456476013,"[0.0083014717990186, 0.0083014717990186, 0.0083014717990186, 0.0078358145700586, 0.0064201513740206, 0.0048555456476013, 0.0048555456476013, 0.0138886997790015, 0.0147967348857977, 0.007686492900201, 0.0077566054422577, 0.0069665840341189, 0.0069665840341189, 0.0069665840341189, 0.0076399573093709, 0.0070751082117756, 0.0069665840341189, 0.007132633820996, 0.0072007157726766]",2.586,0.329967603111059,"[0.33630282505670905, 0.33630282505670905, 0.33630282505670905, 0.3352513344099355, 0.3316155903220017, 0.33391875882280636, 0.33391875882280636, 0.32829338278717324, 0.3295875765404205, 0.32748640658438916, 0.3272507693029907, 0.32618100265828, 0.32618100265828, 0.32618100265828, 0.3252491427920407, 0.32788808145016307, 0.32618100265828, 0.32592724577907245, 0.32936492569307424]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1']",0.0391943938258474,92.0,3.6058842319779623
20231003_7,2023-10-03 06:45:04.000000,2023-10-03 06:46:08.000000,16,284.02113670766613,"[287.5263335815972, 287.4753403273321, 287.1449139924307, 286.05184333139414, 285.4307608419335, 284.3910236662997, 283.6672342890894, 283.18336202932653, 282.6889136000553, 282.256567125947, 282.256567125947, 282.19612386530224, 282.477996923231, 282.477996923231, 282.9569635008072, 282.1562461987341]",0.3284780001761662,"[0.3343807164355337, 0.3348500523324051, 0.3357469893648835, 0.333118495754733, 0.3286273451296587, 0.3274398493642836, 0.3316118012283196, 0.3236080942237028, 0.3253273983971176, 0.3258276075979044, 0.3258276075979044, 0.3250837597165085, 0.3263212628953871, 0.3263212628953871, 0.3260971126620268, 0.3254586472229038]",0.6442208213880121,0.709199768227645,0.5166890629647647,"[0.5166890629647647, 0.6080100467487177, 0.655060289040183, 0.6568405436470667, 0.6813363525738141, 0.6924470652999323, 0.6812992612782753, 0.702895114835718, 0.709199768227645, 0.6850503165277336, 0.680387205884107, 0.6519904125148558, 0.6467345071099851, 0.6194896297193452, 0.599388487698603, 0.5207150781374473]",0.0085233876240056,0.0215287170631816,0.0039529894912267,"[0.0043077454957425, 0.0039529894912267, 0.0166698641614959, 0.0075408682302295, 0.0061759343458314, 0.0066397800434806, 0.0215287170631816, 0.0078842242855732, 0.0076448737824363, 0.0077566054422577, 0.0077566054422577, 0.0071981268109638, 0.0079598889518698, 0.0079598889518698, 0.0080218400543825, 0.0073762494312911]",1.89,0.330329903473431,"[0.33626589824672537, 0.3367378801798442, 0.33763987399130624, 0.334996561379637, 0.3304800904084615, 0.3292858997432082, 0.33348137236482583, 0.32543254181651887, 0.32716153913548995, 0.3276645684309795, 0.3276645684309795, 0.32691652686128947, 0.3281610068733688, 0.3281610068733688, 0.32793559291897995, 0.327293527919913]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1']",0.0327198746749814,84.0,2.7484694726984378
20231004_1,2023-10-04 00:53:12.000000,2023-10-04 00:53:12.000000,1,281.25830769588543,[281.25830769588543],0.3345536461307631,[0.3345536461307631],0.4867066063704324,0.4867066063704324,0.4867066063704324,[0.4867066063704324],0.0217212324910269,0.0217212324910269,0.0217212324910269,[0.0217212324910269],1.942,0.3364080031712992,[0.33640800317129926],box1,box1,1,['box1'],0.0229928310702909,20.0,0.4598566214058185
20231004_2,2023-10-04 21:17:28.000000,2023-10-04 21:19:08.000000,26,282.75108068676764,"[287.1649535883872, 286.8879191069293, 286.05184333139414, 286.05184333139414, 285.83178674384726, 284.0817891481481, 283.17091501221705, 282.256567125947, 282.256567125947, 282.0532921105204, 281.8752016845205, 281.4708325109124, 281.4708325109124, 281.23909246417287, 281.4708325109124, 281.4708325109124, 282.0532921105204, 282.0532921105204, 282.0532921105204, 282.0532921105204, 282.051078021788, 281.4712137615231, 281.4712137615231, 281.4712137615231, 281.23909246417287, 280.8060168262721]",0.3258663532601455,"[0.3320756833370289, 0.3333477142094765, 0.333118495754733, 0.333118495754733, 0.3320871044372122, 0.3318840441736348, 0.3268656869213666, 0.3258276075979044, 0.3258276075979044, 0.3247624931987037, 0.3223138237272757, 0.3228241379684436, 0.3228241379684436, 0.3243405630837167, 0.3228241379684436, 0.3228241379684436, 0.3247624931987037, 0.3247624931987037, 0.3247624931987037, 0.3247624931987037, 0.3233141755238943, 0.3213929676151955, 0.3213929676151955, 0.3213929676151955, 0.3243405630837167, 0.3247756988483066]",0.6966900555030561,0.8567716169981016,0.4682125024741014,"[0.4682125024741014, 0.4821858922923829, 0.536290423056213, 0.604859023464284, 0.6560170708485026, 0.6754366021955093, 0.7551253680351387, 0.8173054494945408, 0.8342916063913858, 0.8347134610840181, 0.8506478145213449, 0.8567716169981016, 0.8113537363015602, 0.7076359552413448, 0.6735513802498554, 0.6315163796042913, 0.6393538794427658, 0.6823747002917671, 0.7228621958320446, 0.7152030335724116, 0.7322734095028615, 0.7473337151765828, 0.7203250354850805, 0.6859267318609124, 0.6603288157371751, 0.6120456439252832]",0.0074909866036359,0.0138886997790015,0.0052268641474425,"[0.0077221290240319, 0.0076074268510267, 0.0075408682302295, 0.0075408682302295, 0.0070270374773736, 0.0052268641474425, 0.0138886997790015, 0.0077566054422577, 0.0077566054422577, 0.0069665840341189, 0.0063171780505212, 0.0072751679869527, 0.0072751679869527, 0.0083124495963846, 0.0072751679869527, 0.0072751679869527, 0.0069665840341189, 0.0069665840341189, 0.0069665840341189, 0.0069665840341189, 0.0066484642178676, 0.0068575060184135, 0.0068575060184135, 0.0068575060184135, 0.0083124495963846, 0.0086018954358791]",4.545,0.3261332080938772,"[0.33234762304598225, 0.3336206955957419, 0.3333912894319821, 0.3333912894319821, 0.3323590534990053, 0.3321558269475853, 0.3271333601182565, 0.32609443070247124, 0.32609443070247124, 0.32502844407168524, 0.3225777693632079, 0.3230885015052135, 0.3230885015052135, 0.3246061684344019, 0.3230885015052135, 0.3230885015052135, 0.32502844407168524, 0.32502844407168524, 0.32502844407168524, 0.32502844407168524, 0.32357894035674484, 0.3216561591539274, 0.3216561591539274, 0.3216561591539274, 0.3246061684344019, 0.32504166053551115]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1']",0.0807995394392784,120.0,9.695944732713418
20231004_3,2023-10-04 22:54:12.000000,2023-10-04 22:55:16.000000,17,282.41745860864364,"[282.1920865578909, 281.400520273758, 281.9122440784077, 281.5766293565071, 283.4749699224793, 285.760218302829, 286.05184333139414, 285.83559599400826, 283.42386836060325, 282.87489921199403, 282.0532921105204, 281.4708325109124, 280.9939908715714, 280.9939908715714, 280.40212722375, 280.0006817523577, 280.6790056163875]",0.3279730610023249,"[0.3285222574679985, 0.3254638689536745, 0.326646526680228, 0.326492260776182, 0.3342671539772693, 0.3377716917289771, 0.333118495754733, 0.3348402973964917, 0.3338713934365742, 0.3278072596539382, 0.3247624931987037, 0.3228241379684436, 0.3245058193999535, 0.3245058193999535, 0.3237980416080473, 0.3228103564338344, 0.3235341632045213]",0.5849292314521471,0.7668992677282807,0.4277646173820225,"[0.5024127471667574, 0.4986859424708524, 0.4750725703876388, 0.4498105092151692, 0.4461922040215048, 0.4277646173820225, 0.5061919685595758, 0.5995768963645581, 0.6523108066659885, 0.6981924587645015, 0.7365754123712449, 0.7668992677282807, 0.7604620887552352, 0.7425694935448497, 0.6708057607179235, 0.5798175165146163, 0.4304566740557815]",0.0082915228715447,0.0182764441944776,0.0045785840035157,"[0.0075704150701681, 0.0073082602933037, 0.0069318009383713, 0.0075903792592048, 0.0182764441944776, 0.0072123127361362, 0.0075408682302295, 0.0083014717990186, 0.0045785840035157, 0.0082291238104916, 0.0069665840341189, 0.0072751679869527, 0.0076356434356522, 0.0076356434356522, 0.0090221722302979, 0.0096279682944874, 0.0092530490641819]",5.135,0.3278934991604881,"[0.3284425623985051, 0.3253849158079919, 0.3265672866377292, 0.3264130581565112, 0.3341860652733535, 0.3376897528714619, 0.3330376856998122, 0.3347590696557113, 0.33379040073882865, 0.32772773803327265, 0.3246837101973211, 0.3227458251859009, 0.3244270986641732, 0.3244270986641732, 0.32371949256961485, 0.3227320469945061, 0.32345567817943105]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1']",0.0944046471936885,84.0,7.929990364269841
20231005_1,2023-10-05 02:19:08.000000,2023-10-05 02:19:24.000000,5,282.0825457488371,"[282.56580521147066, 282.56580521147066, 281.53932672594675, 281.53932672594675, 282.2024648693508]",0.322959651346821,"[0.3249237868691795, 0.3249237868691795, 0.3213218809738428, 0.3213218809738428, 0.3223069210480602]",0.4791523033690342,0.5063620236040391,0.4300399809625209,"[0.4300399809625209, 0.4706740002678672, 0.4993497131966072, 0.4893357988141366, 0.5063620236040391]",0.0071283131998781,0.0073255241691381,0.0067376828579038,"[0.0073255241691381, 0.0073255241691381, 0.0071264174016054, 0.0071264174016054, 0.0067376828579038]",6.593,0.3220387896306754,"[0.32399732477168497, 0.32399732477168497, 0.3204056890671611, 0.3204056890671611, 0.3213879204756847]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1']",0.1143500980989801,36.0,4.1166035315632845
20231005_2,2023-10-05 02:42:40.000000,2023-10-05 02:43:24.000000,11,281.2682630343256,"[284.2340997337941, 283.18336202932653, 282.2534363343721, 281.4712137615231, 281.4712137615231, 280.5648223307579, 280.40726138331326, 280.40726138331326, 279.77804771795434, 279.77804771795434, 280.40212722375]",0.3229653581575809,"[0.3270224435298196, 0.3236080942237028, 0.324369849161627, 0.3213929676151955, 0.3213929676151955, 0.3234812114710383, 0.3223585304894201, 0.3223585304894201, 0.3214181517649617, 0.3214181517649617, 0.3237980416080473]",0.6280348842982518,0.7504960398409638,0.4128360532664943,"[0.4205088158950683, 0.5870609976268254, 0.6687783134994839, 0.7247247280940746, 0.7360297195085368, 0.7504960398409638, 0.7257475967087353, 0.6728418728240663, 0.6557244076321008, 0.5536351823844209, 0.4128360532664943]",0.0083181352173349,0.0099619746680733,0.0068575060184135,"[0.0084155882196778, 0.0078842242855732, 0.0075293156166644, 0.0068575060184135, 0.0068575060184135, 0.0075391791493541, 0.0087350232580716, 0.0087350232580716, 0.0099619746680733, 0.0099619746680733, 0.0090221722302979]",5.69,0.3225655157242645,"[0.32661757828261173, 0.3232074560606087, 0.3239682679192203, 0.3209950718564828, 0.3209950718564828, 0.32308073039323926, 0.3219594393300262, 0.3219594393300262, 0.32102022482738884, 0.32102022482738884, 0.32339716828343373]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1']",0.1234618068342473,64.0,7.901555637391833
20231005_3,2023-10-05 21:14:04.000000,2023-10-05 21:14:12.000000,3,281.5558978852316,"[281.7349078617258, 281.7349078617258, 281.1978779322432]",0.3262462584366438,"[0.3265030823348071, 0.3265030823348071, 0.3257326106403171]",0.5011364425496815,0.5221712050275026,0.4847635539707826,"[0.4964745686507593, 0.5221712050275026, 0.4847635539707826]",0.0074181756499988,0.0079723477852389,0.0071410895823788,"[0.0071410895823788, 0.0071410895823788, 0.0079723477852389]",5.529,0.3259364642824566,"[0.32619304430796164, 0.32619304430796164, 0.32542330423144655]",box1,box1,1,"['box1', 'box1', 'box1']",0.032367527691401,28.0,0.9062907753592306
20231005_4,2023-10-05 23:10:00.000000,2023-10-05 23:10:00.000000,1,279.53443403336894,[279.53443403336894],0.3213593497339859,[0.3213593497339859],0.4718828870697945,0.4718828870697945,0.4718828870697945,[0.4718828870697945],0.0107842770742994,0.0107842770742994,0.0107842770742994,[0.0107842770742994],5.711,0.3209494101508353,[0.3209494101508353],box1,box1,1,['box1'],0.0253735947405488,20.0,0.5074718948109762
20231005_5,2023-10-05 23:10:44.000000,2023-10-05 23:10:48.000000,2,278.3649582302279,"[278.45222633791855, 278.27769012253725]",0.3292231769023118,"[0.3275334210719494, 0.3309129327326742]",0.644721917375061,0.6751657217372566,0.6142781130128654,"[0.6751657217372566, 0.6142781130128654]",0.007680628350496,0.0082262316517349,0.0071350250492572,"[0.0071350250492572, 0.0082262316517349]",5.711,0.3288032058885087,"[0.3271156055821767, 0.33049080619484084]",box1,box1,1,"['box1', 'box1']",0.0277921376970161,24.0,0.6670113047283868
20231006_1,2023-10-06 00:54:24.000000,2023-10-06 00:54:24.000000,1,281.23909246417287,[281.23909246417287],0.3243405630837167,[0.3243405630837167],0.4372275211690836,0.4372275211690836,0.4372275211690836,[0.4372275211690836],0.0083124495963846,0.0083124495963846,0.0083124495963846,[0.0083124495963846],5.303,0.3241640486632797,[0.32416404866327975],box1,box1,1,['box1'],0.0906410458706304,20.0,1.8128209174126095
20231006_10,2023-10-06 06:58:16.000000,2023-10-06 06:58:16.000000,1,279.79301215770994,[279.79301215770994],0.3281322167680909,[0.3281322167680909],0.4059037198795496,0.4059037198795496,0.4059037198795496,[0.4059037198795496],0.009406560228612,0.009406560228612,0.009406560228612,[0.009406560228612],5.316,0.3279459835947545,[0.3279459835947545],box1,box1,1,['box1'],0.0225207030540365,20.0,0.4504140610807311
20231006_11,2023-10-06 06:58:36.000000,2023-10-06 06:58:44.000000,3,280.4621058719654,"[280.40212722375, 280.40212722375, 280.58206316839613]",0.3227651624565436,"[0.3237980416080473, 0.3237980416080473, 0.3206994041535362]",0.4312792976599313,0.442628986844737,0.4202570950671044,"[0.4202570950671044, 0.442628986844737, 0.4309518110679525]",0.0088729156265554,0.0090221722302979,0.0085744024190705,"[0.0090221722302979, 0.0090221722302979, 0.0085744024190705]",5.316,0.3225819753832389,"[0.3236142683187229, 0.3236142683187229, 0.320517389512271]",box1,box1,1,"['box1', 'box1', 'box1']",0.0253792198695465,28.0,0.7106181563473043
20231006_12,2023-10-06 07:23:40.000000,2023-10-06 07:24:04.000000,7,283.0801586157527,"[283.79437243895524, 283.79437243895524, 283.3866192498924, 283.17091501221705, 283.17091501221705, 282.256567125947, 281.9873490320848]",0.3290626707523077,"[0.3334583075876147, 0.3334583075876147, 0.3295249467515022, 0.3268656869213666, 0.3268656869213666, 0.3258276075979044, 0.3274381518987848]",0.5254360537487589,0.5802007799701956,0.4530496136647265,"[0.4530496136647265, 0.5414954030040037, 0.577989954715639, 0.5802007799701956, 0.5557603506915643, 0.5074203446509672, 0.4621359295442164]",0.0094139663263133,0.0146303932283767,0.0044402614446656,"[0.0044402614446656, 0.0044402614446656, 0.0146303932283767, 0.0138886997790015, 0.0138886997790015, 0.0077566054422577, 0.0068528431662246]",4.855,0.3291484747257648,"[0.33354525773515925, 0.33354525773515925, 0.32961087126466526, 0.32695091802540077, 0.32695091802540077, 0.3259125680199724, 0.32752353227459635]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1']",0.0470536484812307,44.0,2.070360533174154
20231006_13,2023-10-06 08:39:32.000000,2023-10-06 08:39:40.000000,2,282.9118745572416,"[282.07491674410863, 283.7488323703746]",0.3247041084078933,"[0.3234271802501778, 0.3259810365656088]",0.4502665680249003,0.4656487125864914,0.4348844234633093,"[0.4348844234633093, 0.4656487125864914]",0.0123741976249827,0.0173062530955091,0.0074421421544563,"[0.0074421421544563, 0.0173062530955091]",4.999,0.3247046920947239,"[0.32342776164160747, 0.3259816225478405]",box1,box1,1,"['box1', 'box1']",0.0258212659096241,28.0,0.7229954454694766
20231006_14,2023-10-06 08:56:00.000000,2023-10-06 08:56:12.000001,4,280.7797709448811,"[281.98566245871564, 280.5603762876369, 280.40212722375, 280.17091780942167]",0.3242455132075181,"[0.3244072224504745, 0.3249308645650242, 0.3237980416080473, 0.3238459242065265]",0.49215607172664,0.5521164401507095,0.4032692366567958,"[0.4032692366567958, 0.5116992650320515, 0.5521164401507095, 0.5015393450670032]",0.0084512287506253,0.0097768485505955,0.0071926591882566,"[0.0071926591882566, 0.0078132350333513, 0.0090221722302979, 0.0097768485505955]",5.327,0.3240550855835478,"[0.3242166998555465, 0.32474003443793426, 0.3236078767817104, 0.32365573125900027]",box1,box1,1,"['box1', 'box1', 'box1', 'box1']",0.0605831222256218,32.000001,1.93865997180302
20231006_15,2023-10-06 13:01:08.000000,2023-10-06 13:01:20.000000,4,280.6233879998953,"[280.7990850073072, 280.5648223307579, 280.5648223307579, 280.5648223307579]",0.3231079379033169,"[0.3219881172001527, 0.3234812114710383, 0.3234812114710383, 0.3234812114710383]",0.5174361423832259,0.5287054345001809,0.5052850805084311,"[0.5052850805084311, 0.5287054345001809, 0.5202008575722398, 0.5155531969520515]",0.0072955743839752,0.0075391791493541,0.0065647600878388,"[0.0065647600878388, 0.0075391791493541, 0.0075391791493541, 0.0075391791493541]",6.402,0.3222966993466865,"[0.32117969021706894, 0.3226690357232257, 0.3226690357232257, 0.3226690357232257]",box1,box1,1,"['box1', 'box1', 'box1', 'box1']",0.0536845713344704,32.0,1.7179062827030558
20231006_16,2023-10-06 23:33:40.000000,2023-10-06 23:34:24.000000,12,282.9578269463393,"[285.5944511441778, 283.64298903193543, 283.79437243895524, 283.79437243895524, 282.87489921199403, 282.256567125947, 282.256567125947, 282.256567125947, 282.256567125947, 282.256567125947, 282.2534363343721, 282.256567125947]",0.3284936560914386,"[0.335397904430432, 0.3324665990886101, 0.3334583075876147, 0.3334583075876147, 0.3278072596539382, 0.3258276075979044, 0.3258276075979044, 0.3258276075979044, 0.3258276075979044, 0.3258276075979044, 0.324369849161627, 0.3258276075979044]",0.5854646884304866,0.6716323871308472,0.4048317314284944,"[0.4349803364300253, 0.5788100261527805, 0.6299688041342246, 0.6505598788521415, 0.6575614769345972, 0.6716323871308472, 0.670635163494668, 0.6346718014097994, 0.6130905179745072, 0.5731992955785856, 0.505634841645168, 0.4048317314284944]",0.0068909826857774,0.0082291238104916,0.0044402614446656,"[0.0066576516116951, 0.0048555456476013, 0.0044402614446656, 0.0044402614446656, 0.0082291238104916, 0.0077566054422577, 0.0077566054422577, 0.0077566054422577, 0.0077566054422577, 0.0077566054422577, 0.0075293156166644, 0.0077566054422577]",6.454,0.327638424514397,"[0.3345246976776579, 0.3316010239745109, 0.3325901505654395, 0.3325901505654395, 0.32695381510656013, 0.32497931706467087, 0.32497931706467087, 0.32497931706467087, 0.32497931706467087, 0.32497931706467087, 0.3235253538951308, 0.32497931706467087]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1']",0.0927380330198859,64.0,5.935234113272701
20231006_2,2023-10-06 02:48:28.000000,2023-10-06 02:48:28.000000,1,282.25853551014967,[282.25853551014967],0.3257033471653888,[0.3257033471653888],0.4641396374975556,0.4641396374975556,0.4641396374975556,[0.4641396374975556],0.0080696095929683,0.0080696095929683,0.0080696095929683,[0.0080696095929683],5.307,0.3255237530038375,[0.32552375300383757],box1,box1,1,['box1'],0.0404379282361987,20.0,0.8087585647239757
20231006_3,2023-10-06 04:57:24.000000,2023-10-06 04:57:44.000000,6,283.3411211125656,"[284.3466896660999, 283.1400074018587, 283.1400074018587, 283.1400074018587, 283.1400074018587, 283.1400074018587]",0.3270358845728493,"[0.3313671574105339, 0.3261696300053124, 0.3261696300053124, 0.3261696300053124, 0.3261696300053124, 0.3261696300053124]",0.5561908622722738,0.6138904896390499,0.4000239347454229,"[0.4000239347454229, 0.5854515714519433, 0.6138904896390499, 0.604324185395916, 0.5906783173217661, 0.5427766750795443]",0.0095674470311029,0.0115019066605124,0.0091805551052211,"[0.0115019066605124, 0.0091805551052211, 0.0091805551052211, 0.0091805551052211, 0.0091805551052211, 0.0091805551052211]",4.799,0.3271541118971073,"[0.3314869505409386, 0.3262875441683411, 0.3262875441683411, 0.3262875441683411, 0.3262875441683411, 0.3262875441683411]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1', 'box1']",0.0483245032776088,40.0,1.932980131104352
20231006_4,2023-10-06 05:25:32.000000,2023-10-06 05:25:56.000000,7,282.6711794214658,"[283.79400405234287, 283.17091501221705, 282.6889136000553, 282.256567125947, 282.256567125947, 282.0532921105204, 282.477996923231]",0.3270023990050578,"[0.3340847364270214, 0.3268656869213666, 0.3253273983971176, 0.3258276075979044, 0.3258276075979044, 0.3247624931987037, 0.3263212628953871]",0.4359264046550971,0.4870901155207108,0.4032182490893158,"[0.4108009223175308, 0.4273827100389671, 0.4460165644731638, 0.4870901155207108, 0.4667742320789867, 0.4102020390670045, 0.4032182490893158]",0.0097382565007333,0.0161945380731912,0.0069665840341189,"[0.0161945380731912, 0.0138886997790015, 0.0076448737824363, 0.0077566054422577, 0.0077566054422577, 0.0069665840341189, 0.0079598889518698]",4.219,0.3274624528482816,"[0.3345547542844539, 0.32732554842679795, 0.3257850957118589, 0.3262860086480493, 0.3262860086480493, 0.32521939575839615, 0.3267803584603659]",box1,box1,1,"['box1', 'box1', 'box1', 'box1', 'box1', 'box1', 'box1']",0.0227603933310546,44.0,1.0014573065664032
